name,gender,country,province,city,location,category,fans,videos,likes,comments,shares,following,school,custom_verify,enterprise_verify,signature
韩国媳妇大璐璐,2,大韩民国,首尔特别市,Seodaemun-gu,Dongdaemun-gu,搞笑,7758000,643,105785000,46084893,22896729,80,,抖音直播十佳好物推荐官,,🛍11月11号下午5点 双1️⃣1️⃣购物狂欢节 最后一场❗️❗️❗️❗️  商务：junjun22566
峡谷高司令,1,中国,辽宁,营口,营口,美女,7751000,85,70029000,31798400,13900238,23,,游戏领域创作者,,娱乐主播 精心制作视频 没有任何小号！！ 只为逗你们一笑 锅妹妹的远房表哥 商务合作📡：s614156585 【森陌文化旗下】
小汪同志,0,中国,重庆,重庆,重庆,美女,7750000,245,121773000,93996565,39632177,115,,,,不知全貌，不予置评. 前程似锦. 感谢关注. 平日更新弟弟日常. 🧣：是小汪同志耶 直播时间：晚上8点⏰ 工作❤️：wdp13101096997（备注来意） 粉丝👗：FC919414（备注：小汪粉丝）
七鹤大人,1,中国,四川,成都,成都,帅哥,7736000,590,113721000,409191033,21864270,1,,,,vb：a七鹤大人 qq：2425514327 1000w摘口罩 加油💪
女人王梦露,2,中国,海南,三亚,三亚,游戏,7732000,318,103631000,348740932,38569461,3,,游戏主播,,工作室召集精英（男/女）裙：682330920 ❤️一裙：189927328 ❤️二裙：938920100 🙏感谢恩师：心机老师 🧐商务合作vx:hbwhcm
阿三解说,1,中国,黑龙江省,哈尔滨市,哈尔滨市,游戏,7725000,113,135559000,122793328,54657002,190,,游戏领域创作者,,视频没了是被下架了 投稿下饭：873833516@qq.com 扣看点：白给阿三解说 B站：同名 星图合作v：873833516（注明来意） 扣扣：873833516
小鱼视频,2,中国,江苏,苏州,苏州,政企,7723000,5129,487644000,341036942,213435215,30,,,苏州广电名城苏州网小鱼视频工作室,名城苏州网官方抖音号 新闻，新知，新视界。 投稿、合作、实习vx：www2500sz_com
摆货小天才,1,中国,湖南,常德,常德,剧情,7721000,91,79998000,19303789,9231540,3,,优质视频创作者,,🔴“摆货小助手”在我关注里，请勿相信其他私信！ 常德《火卵星》 WX：heshi0695 (备注品牌，仅星图合作）
Boss是我女神（今晚8点直播）,1,中国,四川,成都,成都,搞笑,7721000,145,91439000,67971271,11621840,9,,,,毛毛短视频是配音，直播是原声。 内容根据真实生活改编。 毛毛与何月是现实真情侣，毛毛比何月小8岁。 ❤️老板号“Boss何（何月）”在关注里 合作走星图，商务❤️：heraqueen1818（非本人） 🧣：何月Hera 宠粉 裙：fansduo01
僵小鱼,1,中国,,北京,北京,二次元,7709000,364,28620000,15878150,28610076,27,,抖音特效师,,叫我僵小鱼日常篇第三季《青春鱼你》已在优酷独播，快来搜索关注我呦～
奔跑吧,0,中国,浙江,杭州,杭州,娱乐资讯,7706000,805,108798000,1304478713,231262711,35,,,综艺《奔跑吧》节目官方账号,
阿然很努力（宝藏男孩）,1,中国,,北京,北京,搞笑,7701000,172,84081000,56374252,73663316,376,清华大学,,,欢迎来到阿然的童话王国☀️ 星图：xin5141777备注来意
人类观察所,1,中国,河南,洛阳,洛阳,知识教育,7698000,201,46373000,21880232,21121332,13,,,,提供有价值的论点定律分析，关注我一起好好生存。 👏商务vx：656138 ✨催更+阿柴vx：acfans2018      +v人数较多，请标明来意🥳 🌸心理咨询vx: ttfans2018 ✨v公众号：人类观察所官方号     q：582329008   🔥 如果有压抑情绪或是长时间心情烦躁负面情绪较重，负能量爆棚，即将黑化.可以斯信我，阿柴试着帮你走出困境！当你的治愈僚机
胡玛丽,2,中国,,北京,北京,搞笑,7692000,131,126799000,279103405,41401463,18,,,,兮雪玛丽同款衣服👆 工作V：MDK11811，备注来意 围脖:我叫胡玛丽
唐梓Neil,1,中国,浙江省,杭州市,杭州市,帅哥,7692000,168,80882000,44447181,18903018,76,北京大学,,,扣扣粉丝群：1136120432 vb同名 ins：tangzi97 商v：raoer-luo
李里,1,中国,,北京,北京,搞笑,7690000,210,103509000,27741820,12654675,487,,,,让我们一起唱：李里李理莉理丽哩哩哩哩～～～ 粉丝V:LL30707 商务V:L06526（注明来意） 💞W
带你吃瓜,1,中国,广东,深圳,深圳,美女,7689000,217,73384000,32128750,32809554,152,,人气视频创作者,,带你吃最香的瓜 有两个小号:  带你找彩蛋、带你恰饭 粉丝群ϥ群⒈⒈⒏⒋9.⒈ 商务合作v:  caocaowanjing
拉布拉多-kiss,1,中国,广东,广州,广州,宠物,7684000,54,53076000,19816122,9756350,15,,,,我是kiss 我的梦想是  让世界充满爱❤️❤️
石榴熟了,1,中国,新疆,乌鲁木齐,乌鲁木齐,搞笑,7682000,354,93629000,54055278,70549203,42,,,,各民族要像石榴籽一样紧紧拥抱在一起❤️ 商务合作请联系：GYJH66
消费日报,2,中国,,北京市,北京市,政企,7681000,6572,402947000,889934521,460373250,1,,,消费日报官方抖音,投稿信箱：xfrb2019@163.com 联系人：闫川 商务电话：010-87616766 商务VX：xiaofeiribaoshe 由于读者供稿量增加 视频如有侵权请联系作者
叶墨的百妖馆,1,中国,广东省,深圳市,深圳市,二次元,7679000,65,70379000,88728575,35306069,5,中央美术学院,,,全能管家、百妖馆馆馆主、神三位一体的男人却被她随时召唤。 合作加：yingzi_654。注明［叶墨合作］。
暴走萝莉-尧洋,2,中国,江西,抚州,抚州,舞蹈,7671000,183,144761000,60764160,19279399,298,,优质视频创作者,,我很丰富 无法简介 商务v：baozouluoliymm （备注品牌 ） 围脖小绿书A站同名嘻嘻
爆胎儿-张馨文,0,中国,北京,北京,北京,时尚,7657000,169,101958000,29527544,22079284,11,,,,爆胎的日常发疯号~ 🦋大号在关注 vb: 创造营2020-张馨文 工作联系企业vx: 13031188440 注明【爆胎合作】
小小101（今晚八点直播）,2,中国,安徽,芜湖,广州,舞蹈,7656000,220,71964000,70657671,30585670,201,,,,好看的皮囊千篇一律，有趣的灵魂万里挑一 微博找我👉小小101的  冒充小小客服私信你或打电话让你私下交易的都是骗子！
超皮优酷君,0,埃及,,,,娱乐资讯,7654000,2425,282586000,192656697,142452133,39,,优酷《这！就是街舞》官方,优酷官方账号,优酷官方抖音😄官皮才是真的皮！
黄明昊Justin,1,中国,北京,北京,,明星,7653000,76,74183000,362470732,94308279,6,,乐华娱乐旗下艺人,,
大腕娱乐,1,中国,,上海,上海,娱乐资讯,7649000,1051,240304000,231496151,38424767,1,,娱乐视频自媒体,,每天带你们了解正能量明星💞  电影宣发、品牌推广、明星祝福录制 『宣传推广合作请私信』(注明来意喔)💌
你的茜茜上线啦！,2,中国,,北京,北京,美女,7645000,491,149884000,71800564,16902360,49,,优质美食自媒体,,留学茜❤️ 经常带来日本生活日常❤️ 茜茜🎈会在日本好好学学 🙇‍♀️ 然后回国报效祖国的！🧚‍♀️ 呆🐶 和抖音号同 （半袖 地址发这里） 商务🙋卫星 🛰️：Cc490539091（备注茜茜➕品牌） 血📖：261749255 围脖🧣：萌小茜Ccc 大家多多关注❤️ 多多点赞❤️
时光出租车,2,中国,北京,北京,北京,美女,7634000,134,58400000,45360180,16923451,51,,,,欢迎乘坐时光出租车，请问您去哪？ 商务v➕jiahe230
等什么君,2,,,,,音乐,7634000,180,60055000,51488639,35421057,220,,,,新歌《等风吟》已在网酷🐶发行 音乐人/微博：等什么君 （合作请私信微博） 🎸：JUN2521JUN（vx） 酷🐶：等什么君 🐧群：205243958 拒绝ky 请勿一踩一捧 爱己爱人 每周四周六更新 周六晚上直播 记得来看呀～
芭比迪丽拉,2,中国,浙江,杭州,杭州,美女,7615000,222,47292000,5074028,3419150,124,,,,微波  芭比迪丽拉(照片在这哦)  V：babi52021
设计帮帮忙,2,中国,广东,广州,广州,家居家装,7613000,525,24965000,59051638,457258518,22,,优质家居自媒体,,八年全案设计，抖音直播设计预约记录保持者 周一至周四晚19点直播 设计+V:  bm9914 让设计走在装修之前，少花钱，大装修 商务v：xjw0000002
CGTN,1,中国,北京,北京,北京,政企,7611000,2156,166088000,48038212,70376185,8,,,中央广播电视总台CGTN 官方抖音号,中国环球电视网（CGTN）于2016年12月31日开播，是一个多平台的国际传播机构，旨在为全球受众提供准确、及时的信息资讯和丰富的视听服务，促进中国与世界沟通了解，增进中外文化交流与互信合作。
寻味旧时,1,中国,广东,广州,广州,美食,7611000,118,55770000,299293292,256840146,566,,美食自媒体,,V：xwjs1988(商务合作) V：dz251888 粉丝团V[爱心] 每天晚上22:00开播
樊登读书,1,中国,,上海,上海,知识教育,7605000,1435,22334000,1519118,6987769,15,,,樊登读书官方账号,【樊登读书】帮助3亿国人养成阅读习惯📖 【樊登读书】APP用户人数突破4000万📱 希望您可以在樊登读书学到知识，得到启发💡
郭俊辰,1,中国,,北京,北京,明星,7604000,37,39450000,35278577,11271548,1,,演员郭俊辰,,
小野不听话,1,美国,加利福尼亚州,洛杉矶县,洛杉矶县,搞笑,7602000,442,129725000,52015592,11093540,79,沈阳师范大学,优质视频创作者,,😀😃😄😁😆😅😂🤣☺️😊😇🙂🙃😉😌😍🥰😘😗😙😚😋😛😝😜🤪🤨🧐🤓😎🤩🥳😏😒😞😔😟😐😕🙁☹️😣😖😫😩🥺😢😭😤😠😡🤬🤯😳🥵🥶😱😨😰😥😓🤗🤔🤭🤫🤥😶😐😑😬🙄😯😦😧😮😲🥱😴🤤😪😵🤐🤢🤮🤧😷🤒🤕🤑🤠  👆🏻上面没有一个重复的！
老皮(国服第一程咬金),1,中国,山东,青岛,青岛,游戏,7601000,35,120551000,260011238,28717499,587,,游戏领域创作者,,逗比的🐟，每晚8点直播 国服第一程咬金 期待你的关注 再次强调 无任何小号 感谢大家一直以来的支持 四群:1091187797 商务v:411209808(注明来意)
是浩然啊,1,中国,,北京,北京,美女,7593000,150,80639000,71169736,24379569,10,,,,七分虐，三分甜，十分苦。 分分合合，甜甜虐虐，不过“浩梦”一场。 你还没回来，我要不要放弃…… 更多日常在小红📕：是浩然啊 合作 vx:ysdd_001(请备注来意)
碰碰彭碰彭,2,法国,亚奎丹,塔朗斯,波尔多,音乐,7592000,170,86818000,587507664,201750398,25,武汉音乐学院,优质文化自媒体,,民族的，就是世界的。  🤝：pengpeng_pjx 🐧音：碰碰彭碰彭 🧣WB/b站：碰碰彭碰彭
新闻主播欧文浩,1,中国,福建省,福州市,福州市,帅哥,7584000,497,128821000,47839313,44350135,420,黑龙江大学,主持人,,一个东北小伙跑福建工作（偶尔也回老家） 工作之余喜欢给大家带来欢乐的小浩子 工作必须要严谨，生活一定要乐观 围脖新闻主播欧文浩 谈事：17502144200 感谢大家关注：记者浩南爱测评
我是舒克🔆,1,中国,辽宁,大连,大连,情感,7584000,349,108103000,49320439,9752067,97,大连东软信息学院,,,每周六、日（晚9:00）直播 🧣：舒克shukera 粉丝群：Shuker_a 💕（唯一） 其他均为冒充 商务：a2507499960🏠 相遇不易 爱你们❤️
黑洞男孩,1,中国,四川省,成都市,成都市,搞笑,7580000,250,123393000,272543337,117472833,144,成都大学,,,黑洞v：heidongboy 商务合作v：yswhsw6
潇湘晨报,1,中国,湖南,长沙,长沙,政企,7583000,6030,301739000,34441668,39108447,39,,,潇湘晨报社官方账号,秉持正义，关切民生，恪守真实 投稿邮箱：xxcbdy@qq.com 联系VX：xxcbdyh
中原网,2,中国,河南,郑州,郑州,政企,7578000,3706,391317000,86055409,69836421,240,,,中原网官方账号,立中原 网天下 www.zynews.cn 合作电话：0371-56568045
紫然,2,中国,重庆,重庆,重庆,美女,7569000,372,121584000,58413955,36893870,314,,,,商务合作请私信
怪了个兽,1,中国,,北京,北京,搞笑,7568000,281,120448000,253022754,117045745,22,,,,合作v：bdcmhz b站：大怪兽的日常 wb：怪了个兽Monster
刘大师•工地最美夫妻,2,中国,重庆,重庆,重庆,情感,7570000,171,85583000,206391100,118152396,906,,,,❤️只有这一个号，其他自称客服私信你的全是骗子 ❤️有任何问题私信我，所有信息都会回复 ❤️任何打着我们夫妻名义或者头像要钱都是骗子
萧炎哥哥,1,,江苏省,徐州市,徐州市,游戏,7566000,44,45345000,25067480,5448183,102,,抖音游戏达人,,承蒙厚爱✨ 2020一路同行🌛 禁止未成年消费哟🌞 合作围：RUI9919689🎈
考呀呀Excel技巧,1,中国,,北京,北京,知识教育,7565000,539,12710000,100625754,825871154,229,北京邮电大学,,南昌同凯网络信息服务有限公司,想学更多Excel函数技巧？？ 👉每天10:00，14:00，20:00👈满满干货直播间见！ 视频内容禁止直接搬运，有需求可以私信！
李会长（街溜子）,1,中国,内蒙古,北京,呼伦贝尔,美女,7565000,186,53176000,55199549,49777293,1177,,,,街溜子原创 食品无用外包装管理协会 会长（原来是副的） 每晚9点直播 商务 chendongge-(注明来意）
王豆豆爱逗逗儿,2,中国,陕西,西安,,美女,7564000,583,138421000,95125674,21221406,397,,优质美食自媒体,,🌈我是豆!一只少女心的天蝎座单身girl🥳 生活照片分享都在薇博🧣:王豆豆爱逗逗儿  ❤️商务合作v：18649715939（备注来意） ❤️粉丝加v：dou6dou88（本人快加限5k人） 抖音生活日常vlog小号:王小豆爱逗逗儿 （抖音仅有此大号和上面那个小号 无其他福利号 都是骗子 不主动私信大家谨防受骗⚠️）
吃鸡陪玩酱,2,中国,,上海,上海,游戏,7564000,402,103937000,43540614,75787206,83,,抖音游戏达人,,酱酱周一到周六每天都有不同的小姐姐直播，记得来看哦！ 比❤️：37468663 🐧粉丝裙：793365181 主播招募vx：peiwan233
河南广播电视台小莉帮忙,0,中国,河南,郑州,郑州,政企,7560000,2307,97540000,151357427,51992268,20,,,河南广播电视台民生频道《小莉帮忙》官方抖音号,有困难找小莉。小莉帮忙，一帮到底！
故里,1,中国,上海,上海,上海,帅哥,7555000,368,76819000,69758199,17445750,432,四川旅游学院,,,👗1032125486 VB:蒋理L 感谢关注❤
白毛毛,1,中国,新疆,乌鲁木齐,乌鲁木齐,帅哥,7553000,140,84098000,634302303,587464148,34,中国传媒大学,,,石榴熟了/演员 商务合作：gyjh66
冒牌军师,1,中国,浙江,宁波,,游戏,7544000,94,178504000,412506948,104755823,397,,游戏视频作者,,上面👆🏻👆🏻有重点 国服混子 嘴强王者 只在围脖回私信
大牙花子,2,中国,陕西,西安,西安,美女,7542000,80,91991000,38644723,23742842,192,北京电影学院,,,一定会努力带给大家更多快乐！ 商务❤️：dayahuazi6 粉丝❤️：dayahuazi521 围脖：我是大牙花子 三个有趣的灵魂带你开趴梯😝 你的关注就是我们更新的动力！
台海网,0,中国,台湾,台北市,台北市,政企,7542000,1347,129611000,35181318,24853325,7,,,台海网官方账号,坐观台海风云，品味两岸特色。
ahua,1,中国,福建,福州,福州,帅哥,7530000,391,131873000,304791772,136689554,208,,抖音vlogger,,相互尊重都是大佬 👔：PLASTICENE W B：ahua_a 🈴️作V：pcpcmmt 你也有值得去记录的生活 所以请不要盗用我的视频🌝 不玩其它平台 别被骗啦～
不求人,1,暂不设置,,,深圳,游戏,7528000,318,92932000,39455868,12976969,30,,游戏主播,,不影响他人， 快乐做自己， 就是不求人。 ヽ(‘⌒´メ)ノ 谢谢支持，感谢认可！  合作VX:xiaomi_gu
王北车☄️🔥🚀,1,中国,,北京市,北京市,明星,7524000,126,45500000,50195695,33003933,67,,歌手,,一个爱音乐的逗比少年！感谢相遇！ 注意是“逗比”男孩❤️ wb:王北车 工作📮：BeicheStudio@163.com
